event_date,ticker,mention_count,avg_tone,rolling_mean,rolling_std,z_score
2024-01-01,AAPL,14.0,0.5108547666728374,,,
2024-01-02,AAPL,76.0,-1.014913639381377,,,
2024-01-03,AAPL,155.0,-1.309149161894532,,,
2024-01-04,AAPL,96.0,-1.8873284844662317,,,
2024-01-05,AAPL,88.0,-0.6716565665238071,,,
2024-01-06,AAPL,33.0,-0.6915272725175934,,,
2024-01-07,AAPL,22.0,-1.749436243164412,,,
2024-01-08,AAPL,88.0,0.1004265216503207,,,
2024-01-09,AAPL,70.0,-0.020906586585651,,,
2024-01-10,AAPL,70.0,-0.7417730061935242,71.2,41.33817175982078,-0.02902885998374896
2024-01-11,AAPL,74.0,-0.0094522229449877,71.45454545454545,39.22591907492707,0.06489215818225616
2024-01-12,AAPL,57.0,0.1428773408993859,70.25,37.63249321337274,-0.3520893480236276
2024-01-13,AAPL,32.0,-0.6097099325752096,67.3076923076923,37.55969607479231,-0.9400420130499563
2024-01-14,AAPL,26.0,-0.1919976296805303,64.35714285714286,37.73716214281893,-1.0164289172560874
2024-01-15,AAPL,46.0,-0.5644320212375262,63.13333333333333,36.672034239159615,-0.4672043340054965
2024-01-16,AAPL,110.0,-0.0133949001992673,66.0625,37.315713848190015,1.1774530209645493
2024-01-17,AAPL,157.0,0.6163228039593911,71.41176470588235,42.33063137895744,2.021898386723888
2024-01-18,AAPL,169.0,0.0737091851475888,76.83333333333333,47.06972300247168,1.9580881464253974
2024-01-19,AAPL,122.0,0.1982580599744091,79.21052631578948,46.90247440448273,0.912307383085974
2024-01-20,AAPL,24.0,0.6199802561023573,76.45,47.29134225872193,-1.109082497871514
2024-01-21,AAPL,30.0,0.1905745430749776,74.23809523809524,47.19523785500478,-0.9373423516585594
2024-01-22,AAPL,88.0,0.0965256003876062,74.86363636363636,46.15119608886535,0.28463755546160113
2024-01-23,AAPL,111.0,0.4519033276555583,76.43478260869566,45.71535060165689,0.7560965176115608
2024-01-24,AAPL,137.0,0.3746782530693814,78.95833333333333,46.38822861053425,1.2512154140217817
2024-01-25,AAPL,104.0,0.6714934350377235,79.96,45.686869010690586,0.5261905777429117
2024-01-26,AAPL,70.0,0.8027502803134405,79.57692307692308,44.80640407524181,-0.21374005065974258
2024-01-27,AAPL,44.0,0.0982563761026037,78.25925925925925,44.466575686422644,-0.7704496856437705
2024-01-28,AAPL,27.0,0.281242563929401,76.42857142857143,44.69769119186804,-1.1058417137564387
2024-01-29,AAPL,71.0,0.182336876974449,76.24137931034483,43.903835800867746,-0.11938317494894675
2024-01-30,AAPL,80.0,0.2696513957092623,76.36666666666666,43.14569010588014,0.0842108058630442
2024-01-31,AAPL,90.0,0.3673697807468988,78.9,41.5595542772554,0.26708659881068003
2024-02-01,AAPL,138.0,-1.485998579233742,80.96666666666667,42.92935924349991,1.3285391242350992
2024-02-02,AAPL,203.0,0.0484755731251498,82.56666666666666,46.5274730361153,2.5884348638459524
2024-02-03,AAPL,40.0,0.1790039416678188,80.7,47.0898993489013,-0.8643042470412419
2024-02-04,AAPL,20.0,0.5240636685154191,78.43333333333334,48.346224994971095,-1.2086431430667335
2024-02-05,AAPL,66.0,-0.0447470002211223,79.53333333333333,47.64721892476378,-0.28403196742086506
2024-02-06,AAPL,50.0,0.4283773029389058,80.46666666666667,46.74710637058713,-0.651733744226702
2024-02-07,AAPL,84.0,-0.2403862416214855,80.33333333333333,46.73058020650697,0.07846396621790946
2024-02-08,AAPL,106.0,0.27476867912349,81.53333333333333,46.91792785303917,0.5214779890387211
2024-02-09,AAPL,90.0,-0.5448140349974138,82.2,46.89048135154202,0.16634506141070973
2024-02-10,AAPL,29.0,0.0483417079060063,80.7,47.87134338245981,-1.0799780483900734
2024-02-11,AAPL,15.0,1.7932444995430066,79.3,49.18448732175062,-1.3073227658015032
2024-02-12,AAPL,59.0,1.381747869825501,80.2,48.5318238997308,-0.4368267725482618
2024-02-13,AAPL,69.0,0.5464127841932735,81.63333333333334,47.499897156573475,-0.2659654881291679
2024-02-14,AAPL,76.0,-1.300437650457039,82.63333333333334,47.037390360797254,-0.1410225627411042
2024-02-15,AAPL,73.0,0.399825094498077,81.4,46.77945319666862,-0.1795660151196083
