ticker,event_date,aligned_trading_date,sector,avg_tone,mention_count,z_score,pre_event_volatility,pre_event_momentum,beta,is_earnings_related,car_3day
AAPL,2024-01-17,2024-01-17,Technology,0.6163228039593911,157.0,2.021898386723888,0.1827415949607542,-0.0104009672719102,0.9173241578095905,False,0.02843635405192846
AAPL,2024-02-02,2024-02-02,Technology,0.0484755731251498,203.0,2.5884348638459524,0.208558070352778,-0.03764725479760034,0.9173241578095905,True,0.0040930106796388845
AAPL,2024-02-28,2024-02-28,Technology,0.6170620464063523,186.0,2.614225185354843,0.17776093696929132,0.005893442505363167,0.9173241578095905,False,-0.027046344499410166
AAPL,2024-03-04,2024-03-04,Technology,-0.6429392637314153,179.0,2.774198634037752,0.14522621069182495,-0.015669632705593073,0.9173241578095905,False,-0.05419720288015628
AAPL,2024-03-05,2024-03-05,Technology,-0.7458079933662141,179.0,2.4118875693236417,0.15169804491898037,-0.03345133253801358,0.9173241578095905,False,-0.03961477954631867
AAPL,2024-03-21,2024-03-21,Technology,-1.7846839906132028,459.0,4.488026612685504,0.1663599096865576,0.044060059449928524,0.9173241578095905,False,-0.04260558266729207
AAPL,2024-04-12,2024-04-12,Technology,-4.7894050332115,389.0,2.861863773570832,0.2487759503659254,0.03684381337631337,0.9173241578095905,False,-0.006576885153362142
AAPL,2024-06-03,2024-06-03,Technology,0.7759357788678803,156.0,2.1420488937795104,0.2362633051688093,0.028735023495769063,0.9173241578095905,False,0.0060527631958744565
AAPL,2024-06-05,2024-06-05,Technology,-1.811536647561558,263.0,3.5045478220436186,0.23120282804552755,0.02294849271154753,0.9173241578095905,False,0.003346242660526886
AAPL,2024-06-06,2024-06-06,Technology,-0.6444000097897273,214.0,2.357127907681813,0.23129062457706992,0.029323722652296658,0.9173241578095905,False,-0.015553922814959638
AAPL,2024-06-24,2024-06-24,Technology,-0.1366969366486355,240.0,2.1765923613746136,0.2790952294192044,-0.03150651540738458,0.9173241578095905,False,0.02589843788174448
AAPL,2024-08-05,2024-08-05,Technology,-1.6894807326525902,145.0,2.705391698802767,0.23305927060279538,0.008717193658068334,0.9173241578095905,False,-0.021027084713753454
AAPL,2024-08-28,2024-08-28,Technology,0.1647737977386785,153.0,2.6924811139047606,0.23369214081612474,0.0067105521420094405,0.9173241578095905,False,0.0008651338115515904
AAPL,2024-09-09,2024-09-09,Technology,1.106021650054842,199.0,3.639687557548501,0.21937783476944778,-0.03903551277520867,0.9173241578095905,False,-0.015305659394090286
AAPL,2024-09-10,2024-09-10,Technology,0.1076853707750751,310.0,4.062994503666678,0.21933097604542354,-0.0353275516328827,0.9173241578095905,False,-0.012675275427321338
AAPL,2024-10-28,2024-10-28,Technology,1.0171042136769717,110.0,2.991486373870274,0.23387987211055072,-0.015276551285658413,0.9173241578095905,False,-0.007066793471497902
AAPL,2024-11-01,2024-11-01,Technology,0.5372107128608478,97.0,2.0144251985176287,0.1981323057588942,-0.02021081990883722,0.9173241578095905,True,-0.023818711245176854
AAPL,2024-12-13,2024-12-13,Technology,1.5449128512723882,90.0,2.050994487540013,0.14958159767767965,0.020243509217810596,0.9173241578095905,False,0.022177415197226436
AMZN,2024-02-05,2024-02-05,Consumer Cyclical,-0.39266431210165,2.0,3.328018361531268,0.3043469266830456,0.07975114901216762,1.5032842148689236,False,-0.018811844392842912
AMZN,2024-02-09,2024-02-09,Consumer Cyclical,3.161739150416345,2.0,2.8525240058382497,0.30463136075355146,0.06629832772177502,1.5032842148689236,False,0.006255284082043195
AMZN,2024-02-21,2024-02-21,Consumer Cyclical,0.7663628831814449,2.0,2.3715485287555103,0.3102363101253754,-0.030521031789528363,1.5032842148689236,False,0.013406428453747309
AMZN,2024-02-27,2024-02-27,Consumer Cyclical,3.53677888478226,2.0,2.099603137103137,0.31405492143421837,0.030794651583170296,1.5032842148689236,False,0.005579814835342662
AMZN,2024-03-21,2024-03-21,Consumer Cyclical,-3.3093044096288726,4.0,3.628430730813709,0.23402340907149474,0.009005416628208529,1.5032842148689236,False,0.010773076222960625
AMZN,2024-03-29,2024-04-01,Consumer Cyclical,1.28968253968254,11.0,4.795924577246299,0.20555591475480403,0.012517603495534546,1.5032842148689236,False,0.021764731937294696
AMZN,2024-05-01,2024-05-01,Consumer Cyclical,-0.0365357889322949,4.0,4.49271362189291,0.23493224272029856,-0.02528680770805991,1.5032842148689236,True,0.035065440845382836
AMZN,2024-05-07,2024-05-07,Consumer Cyclical,1.593631833721936,5.0,3.855786379922381,0.2600805806718878,0.042771827736575174,1.5032842148689236,False,-0.006195456084984575
AMZN,2024-06-11,2024-06-11,Consumer Cyclical,1.1932380181638331,2.0,2.34359216640273,0.2075424285964515,0.048895376246290256,1.5032842148689236,False,-0.03627467502012161
AMZN,2024-06-13,2024-06-13,Consumer Cyclical,2.909609439630775,2.0,2.077565659556261,0.18003294948524645,0.03094660551703554,1.5032842148689236,False,-0.031026291329615117
AMZN,2024-06-21,2024-06-21,Consumer Cyclical,1.915748224344845,2.0,2.0996031371031365,0.1541113648902906,-0.004227049540974859,1.5032842148689236,False,0.0027116261069195687
